Date,Tweet
2022-06-14 07:17:39+00:00,"$BTC [2W] vs #GOOG [1W] (2005):

+ Pennant break-out to the upside
+ Strong trend continuation
+ multi-week dance around -RED- neckline of double top/Fib support zone [GREEN]
+ multiple shake-outs  -&gt; compare🟢's

Break below '17 top is unlikely
Wick below blue channel is allowed https://t.co/mMG7K6vwwo"
2022-06-13 03:23:10+00:00,"All charts posted for the weekend. 

Posted charts on Friday, Saturday, &amp; tonight. Scroll through my twitter feed to check them out. 

Posted:
$SPY
$QQQ
$BTC
$ETH
$TSLA
$SQ
$PLTR
$ARKK
$SOFI
$AMZN
$GOOG
$AAPL
$MSFT
$AMD
$APPS
$META
$DIS
$PLTR
$XOM
$CVX
#Solana 
$PYPL
$GLD"
2022-06-13 01:05:58+00:00,"Instead of ""bull market"" vs ""bear market""

think: ""seller's market"" vs ""buyer's market""

2022 returns:
$GOOG -23%
$MSFT -24%
$AAPL -24%
$AMZN -36%
$TSLA -42%
$NVDA -44%
$MELI -48%
$FB -48%
$PLTR -55%
$SQ -56%
$SNOW -63%
$U -73%
$SHOP -74%

Building wealth starts by buying low."
2022-06-12 18:38:37+00:00,"2022 Returns
$TWTR: -10%
$AAPL: -23%
$GOOG: -23%
$MSFT: -24%
$CRM: -30%
$ADBE: -31%
$TSLA: -34%
$AMD: -34%
$AMZN: -34%
$ZM: -41%
$NVDA: -42%
$META: -48%
$MRNA: -50%
$TEAM: -52%
$SQ: -56%
$SPOT: -56%
$PYPL: -58%
$SNOW: -64%
$ETSY: -65%
$NFLX: -70%
$SNAP: -72%
$W: -73%
$SHOP: -75%"
2022-06-12 05:32:54+00:00,goog https://t.co/84ruBIEHVk
2022-06-11 03:48:16+00:00,"Companies I like for 5-10 yr horizon
Defensive 
- $MSFT
- $GOOG
- $AAPL
- $NVDA
- $U 

Growth
- $PLTR
- $DDOG
-  $RBLX

Alternate
- $TSLA
- $CDLR
- $ATAI
- $ABCL
- $CMPS"
2022-06-10 18:58:34+00:00,"Not sure when or how this all ends, but I would view the following as can't-miss, generational buying opportunities:

$AMZN below $90
$DIS below $80
$GOOG below $95 (post-split)
$HD below $250
$MTN below $200
$PLD below $100

What are you watching?"
2022-06-09 03:52:53+00:00,"Charts posted for tonight ✌️

Reviewed:
$SPY
$QQQ
$IWM
$TSLA
$AAPL
$AMZN
$GOOG
$NFLX
$ROKU
$ARKK
$CVX
$XOM
$AMD
$SHOP
$SNOW
$MSFT
$NVDA
$ZM
$NIO"
2022-06-08 19:09:50+00:00,"Youtube is the most trafficked website globally.

It is visited 19% more than the second most visited website, Google.

Long $GOOG"
2022-06-08 15:21:20+00:00,Hello. It’s time for autonomy @PeteButtigieg ! Tesla is the leader with many others close behind. The US is doing nothing but hindering the technology thanks to the @NTSB @NHTSAgov - $tsla $lazr $ggpi $goog $nvda https://t.co/UmdHKt01UC
2022-06-08 09:47:49+00:00,$GOOG $GOOGL https://t.co/Urtzbr31Qe
2022-06-08 02:36:29+00:00,$GOOG #GOOG Volume shelf looking like a massive launch pad here with a close above the swing high VWAP zone. https://t.co/oOqWWGOZgI
2022-06-07 19:43:45+00:00,"@elonmusk way overpaying for TWTR @ $54.20 vs other advertising businesses:

2023 EV/EBITDA:

$GOOG 10.3x (+16% Rev CGR 2022-26)

$FB 7.2x (+12% Rev CGR 2022-26)

$TWTR 19.8x (+15% Rev CGR 2022-26).  Assumes $54.20 price with 10% exp reduction 

TWTR 16.5x proforma @$45/share"
2022-06-07 19:25:57+00:00,$GOOG and $AAPL will be big shoes 👠  to drop next.
2022-06-06 22:27:39+00:00,"7. Trading more than I can afford

With a small account, you shouldn't be trading names like:

$TSLA
$CMG
$GOOG

Stick to stocks and contracts you can afford that have good spreads"
2022-06-06 16:17:19+00:00,"Amazon is now $124 a share, finally the spit. More splits to come with Google and tesla. $AMZN $GOOG $TSLA"
2022-06-05 01:44:32+00:00,"Best in class (added your feedback!):

Semiconductors $NVDA $AMD $TSM
E-commerce $AMZN $SHOP $MELI
Cybersecurity $CRWD $ZS $PANW
Big Data $PLTR $SNOW $DDOG
Ad-tech $FB $GOOG $TTD
Fintech $SQ $PYPL $SOFI
Space $RKLB $ASTS
Metaverse $FB $U
EVs $TSLA $NIO

Share your thoughts! 👇"
2022-06-04 21:51:38+00:00,Goog Night https://t.co/uTB45SjG2l
2022-06-03 16:00:26+00:00,Goog night❤️❤️❤️ https://t.co/4NvUVdUgWM
2022-06-03 15:02:24+00:00,One of my biggest single day wins. #spy #qqq #tsla #msft #goog #amzn https://t.co/GBFrvQuHji
2022-06-02 22:12:29+00:00,"Some of the best of the best just from recent results (top of my head). Do ur own valuation but all these names likely go up from where they sit over time. 
$COST
$LULU
$DDOG
$PANW
$CRWD
$MELI
$AMD
$NVDA
$TSLA
$HD
$GOOG
Patience and proper entries win LT"
2022-06-02 20:06:28+00:00,"Best in class:

Genomics $EXAS $CRSP $TWST $DNA
Cloud services $AMZN $MSFT $SNOW
Cybersecurity $CRWD $NET $ZS
Semiconductors $NVDA $AMD
Ad-tech $TTD $GOOG $ROKU
E-commerce $SHOP $MELI
Fintech $SQ $PYPL $COIN
Space $RKLB, $ASTS
Big Data $PLTR
EVs $TSLA

Share your thoughts! 👇"
2022-06-02 13:41:16+00:00,"@tomgara I don’t think people appreciate how broken $GOOG is outside of the core of Search, Ad network, Android and YouTube. Not figuring out a messaging, video calling, social, and payments strategy or product (to name a few) for two decades is just crazy if you think about it."
2022-06-02 10:34:58+00:00,"$GOOG $GOOGL 20-for-1 stock split has been approved: 

“Alphabet Assistant Secretary Kathryn Hall announced that preliminary vote totals showed that all directors were re-elected and company proposals regarding the stock split were approved.” 

👉🏼 The split will happen July 15"
2022-06-02 05:24:07+00:00,"Sina Fashion, Chinese press

""female idols who are keen on tattoos""

Hwasa

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา 
Goog trans https://t.co/hDTjS7JurZ"
2022-06-01 00:23:43+00:00,"3 Kids had a choice. Oculus, Roblox and YouTube. They played all three.  Which won? Roblox. Because they could all play together. That is the metaverse.  $rblx $fb $goog"
2022-05-31 15:58:38+00:00,"Even if we are/are going into recession for me as a long-term investor, $FB, $GOOG, and $AMZN look very attractive.

Yes, we might go lower on macro news, but my horizon is not limited to months but years, so I invest accordingly."
2022-05-31 04:47:44+00:00,"THOSE WHO WALK WITH GOD ALWAYS REACH THEIR DESTINATION. 

GOOG MORNING."
2022-05-30 23:52:30+00:00,"There is no greater internet product/business/fun/deep learning/silly place than YouTube. 
 
I never ceased to be amazed.   
 
Nobody can copy, replace, build it again. 
 
$goog"
2022-05-30 06:50:32+00:00,welp goog stream i enjoyed my stay &lt;4 https://t.co/YE5pTA2DWr
2022-05-30 05:22:51+00:00,"5 'trending' hairstyles for the summer of K-pop female stars

Red Hair - Hwasa

https://t.co/gMiae1Lm54
🔗
마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog trans https://t.co/6220wMe1vP"
2022-05-30 01:15:25+00:00,"Have chatted in DMs a couple of times on this but think that concentration heuristics need to take into account the conglomerate nature of FAAMG.

I am 20% $GOOG which sounds semi-concentrated, but really I am 11.3% Search, 4.5% Youtube, 2.7% GCP, 1.5% Play/Hardward/Other Bets https://t.co/DzMBMmuxNE"
2022-05-29 15:54:47+00:00,Children love roblox and YouTube the most.  Or watching roblox on YouTube. $rblx $goog
2022-05-29 15:20:40+00:00,"When you buy $10,000 of $SPY here's how much of the largest stocks you're buying

$650 of Apple $AAPL 
$581 of Microsoft $MSFT
$364 of Google $GOOGL $GOOG
$283 of Amazon $MZN
$173 of Tesla $TSLA
$167 of Berkshire $BRK.B
$138 of UnitedHealth $UNH
$138 of $JNJ
$130 of Nvidia $NVDA"
2022-05-28 21:30:53+00:00,"Enough already, the market continues to pick on tech stocks. Overvalued, bad bet, get out. BEWARE!

Oh wait this is from Fortune Magazine May 2005.

May 2005 v today
GOOG $111 v $2255
MSFT $18 v $273
AMZN $33 v $2315
AAPL $1.1 v $150
SP500 1162 v 4158 https://t.co/8PcUavucA4"
2022-05-28 19:53:35+00:00,"$GOOG marketable securities investments are going to drag down EPS this Q. 

Investments will also inflate EPS when equities recover eventually. 

Focus on normalized earnings."
2022-05-28 18:11:04+00:00,"@hankgreen 1. AOC (who will turn 35 a month before the '24 election)
2. Ilhan Omar
3. Bernie Sanders

I don't really expect the Democratic Party to jump up and down about any of these, though."
2022-05-28 14:56:55+00:00,"Goog night, Ena &amp; Moony 💗💞💤 #Ena #EnaJoelg
(yes, I changed the color scheme again) https://t.co/bkuADkST80"
2022-05-28 06:05:58+00:00,"BTS and 5 famous idols eat well but still have a great body

2. Hwasa

everyone knows that she eats a lot and is very healthy. However, Hwasa still has a very hard body that many people love

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา
Goog trans https://t.co/spKrnee9Nu"
2022-05-28 01:49:16+00:00,"Holy shit I just got a free share of $GOOG with my Webull referrals 🤯

+$2200 LFG!! https://t.co/7oXPrAxjsE"
2022-05-27 19:13:08+00:00,"Tis the season for splits. Still expect mid-June proxy filing for $TSLA Aug 4 AGM, at which shareholders will approve increase # shares outstanding from 2B so TSLA can again split its stock. I’m still looking for 10:1 split ($AMZN 20:1 6/6, $GOOG 20:1 7/15, $SHOP 10:1 6/29). https://t.co/SYfrsILdwY"
2022-05-26 05:27:58+00:00,"10 Kpop Songs W the Theme of Self Love, You Must Listen!

1. Maria - Hwasa

through the song #Hwasa conveyed her feelings abt the neg comments...Hwasa's wisdom in dealing with haters is very well illustrated in this song

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา 
Goog trans https://t.co/a2dN0ZUnRe"
2022-05-25 14:28:00+00:00,$GOOG is trading at almost 5000 times 2002 earnings.... it's really not that cheap. Thanks for coming to my TedTalk.
2022-05-25 13:36:14+00:00,hawt sauce goog for the tl https://t.co/N4yAmSwVFh
2022-05-25 07:10:40+00:00,"Tesla’s quarterly net income up 657% in past year, share price up only 9%. $TSLA

For same period:
$AAPL NI up 6%, SP up 11%
$MSFT NI up 7%, SP up 3%
$GOOG NI down 8%, SP down 13%
$AMZN NI down 147%, SP down 36% https://t.co/0kmmCSVirJ"
2022-05-25 01:52:50+00:00,"Bear Market dream price range 😍 

$MSFT - $232.5
$AAPL - $118
$GOOG - $1850-$2000
$AMZN - $1850-$2025
$FB - $170
$CRM - $140
$SNOW - $100-$120
$DDOG - $70
$CFLT - $16
$RIVN - $20
$ADBE - $350
$CRWD - $115
$ZS - $90-$100
$HUBS - $275
$MDB - $187.5
$MELI - $575
$NET - $40-$50"
2022-05-25 01:50:00+00:00,$GOOG Sound the alarm! ⏰ https://t.co/YVDxBulcdS
2022-05-24 22:20:14+00:00,"$GOOG $GOOGL Have to go back to the GFC to find today's income multiple of 19.

I completely understand those that are avoiding the name due to short-term macro. For the long-term holders like myself, enjoy. https://t.co/AC2lTJa5te"
2022-05-24 22:04:25+00:00,cannot convey to you all how disgustingly cheap $goog is even if earnings declined 50% lol
2022-05-24 17:33:22+00:00,"Free Cash Flow yield update

$FB 7.9%
$GOOG 4.9%
$AAPL 4.6%
$MSFT 3.2%

All gone up a lot this year. FCF might be under pressure in the near term though

Amazing to see that when Berkshire bought $AAPL (around 2016) it’s FCF yield was way higher - above 10%! https://t.co/6BV4Zg672H"
2022-05-24 17:17:20+00:00,CIVILIZATION MIGHT NOT SURVIVE $GOOG GOING BELOW $2000 - FINTWIT
2022-05-24 16:36:48+00:00,"If I was running $FB, $GOOG, and $PINS and did not see the weakness that $SNAP saw, I would be thinking about issuing a statement and clarifying the air."
2022-05-24 14:27:53+00:00,"$GOOG trading at 1x FCF

""did you know advertising is cyclical"""
2022-05-24 14:00:45+00:00,"If $SNAP fell to $6.50/share it would still be trading at a forward PE of 31x. For reference, $FB trades at 16x and best of show $GOOG now at about 20x. Plenty of room for this turd to flush lower still IMO. $37B mkt cap. Insane"
2022-05-24 10:15:35+00:00,THIS IS SO GOOG
2022-05-24 05:02:51+00:00,"#Money Fact - #FAANGM stocks!

The acronym FAANGM stands for #FB, #AMZN, #APPL, #NFLX, #GOOG &amp; #MSFT.

Facebook, Apple, Amazon, Netflix, Google, and Microsoft, collectively known as FAANGM stocks, are the six most well-known technology companies listed on Wall Street. https://t.co/v869cjXloX"
2022-05-23 22:24:43+00:00,"$SNAP bringing down $FB and $GOOG significantly after-market. 

This just means more ad dollars will flow to $FB and $GOOG

$SNAP and $TWTR focus on brand-marketing. $FB &amp; $GOOG focus direct-response marketing. 

It's very different."
2022-05-23 21:45:46+00:00,Is the market really putting $GOOG and $SNAP in the same category for concern? https://t.co/pqt7SdYzjx
2022-05-23 21:35:24+00:00,"$GOOG and $FB BOTH selling off on $SNAP news.. 

Two things.. 

1) $SNAP has 0 profits, it has a P/S of almost 10! FB &amp; GOOG both at 4! With $FB PE at ~ 18. 

2) Ad dollars flying from $SNAP should be a + for $GOOG $FB IMO 

Makes no sense. Who uses $SNAP nowadays anyways?"
2022-05-23 21:24:38+00:00,"$SNAP profit warning. $FB $GOOG and $PINS and the rest melting down in sympathy.

I told you not to believe those who said online advertising was an inflation or recession hedge! One of the worst FinTwit takes of recent times… 😒"
2022-05-23 21:23:56+00:00,"$SNAP causing tech to sell off after hours, especially anything ad related. 

$SNAP -23%
$TTD -7%
$ROKU -4%
$APPs -2%
$GOOG $GOOGL -3.5%
$PUBM -2.89%
$FB -7.37%"
2022-05-23 21:20:14+00:00,"R.I.P. bull market 5/23/2022-5/23/2022

$FB $GOOGL $GOOG $SNAP"
2022-05-23 17:36:53+00:00,New Google $GOOG Mountain View CA Headquarters https://t.co/3281QmH9t0
2022-05-23 16:29:56+00:00,"Right now you are getting $AMZN at:

- AWS at $DOCN multiple
- Amazon Ad business at $GOOG multiple
- and Amazon e-commerce multiple at $WMT levels.

Not many times this juggernaut offered these price levels to investors.

Long."
2022-05-23 15:22:50+00:00,"Goog night, P’ Boun is here to put you to sleep.
Sweet dream 💕 Tomorrow will be a good day💓 

#bb0un 
#bb0un_official 
#อมยิ้มของบุ๋นไออุ่นของเฮีย"
2022-05-22 05:48:26+00:00,"Wow, Hwasa wears see-through attire during a concert in Germany,let's take a peek!

The appearance of #Hwasa...immediately went viral in the Kpop community.
Hwasa fashion style accentuates her beautiful curves w a charming hip line

마마무 화사 #화사 #华莎 #ファサ #ฮวาซา 
Goog tr https://t.co/ot1vwv2Bhf"
2022-05-22 02:51:39+00:00,"$GOOG PP&amp;E breakdown: Land and Buildings 

2018: $30.2 Bn
2019: $39.9 Bn
2020: $49.7 Bn
2021: $58.9 Bn

2018-2021 Capex: $95.6 Bn; ~30% of it's lands and buildings

2022-2025 Capex estimates: $138 Bn 

Color me skeptical it will be anywhere near that if we face a recession!"
2022-05-22 00:16:57+00:00,"Instead of ""bull market"" vs ""bear market""

think: ""seller's market"" vs ""buyer's market""

2022 returns:
$AAPL -24%
$MSFT -24%
$GOOG -25%
$AMZN -37%
$AMD -38%
$FB -43%
$NVDA -45%
$TSLA -45%
$PLTR -56%
$SNOW -57%
$PYPL -59%
$SHOP -73%

Wealth building starts by buying low."
2022-05-21 07:03:15+00:00,"Hi guys.
Goog mng thanks for the 700 followers.
I follow back immediately ba dia."
2022-05-20 23:10:37+00:00,"@plantmath1 Pretty crazy to see $GOOG down 30%, $AMZN down 45%, $TSLA and $NVDA down 50% — call me stupid but I’m adding here. I don’t care if they drop another 10%, I’ll keep adding into the bottom."
2022-05-20 20:38:03+00:00,"🎯Stock Buys
1 share $GOOG $2,155.25
5 shares $INTC $40.65
1 share $MSFT $248.25
2 shares $BBY $69.88
1 share $AAPL $133.42
4 shares $MAIN $35.64
2 shares $MPW $17.83
2 shares $TOR $25.74
2 shares $AOS $56.75
1 $NVDA $159.72
1 $WHR $168.97
1 $SMG $88.75
What did you grab? 🔽"
2022-05-20 17:57:11+00:00,"I'm not sure what's getting priced into $GOOG here, but if we get the kind of recession that would bring a material decline in earnings, then most other stocks are way overvalued.

In Q2 21, most of the world shut down completely, and Google revenues declined only 1.7%."
2022-05-20 17:31:25+00:00,"EV/EBIT on Bloomberg estimates, next 4 quarters:

$GOOG 14x

$KO 24x

Google hit a 52wk low today. Coca-Cola is 10% off its 52wk high."
2022-05-20 15:44:42+00:00,"$GOOG busting below recent lows can't be good.  

(bagholder here)"
2022-05-20 13:08:26+00:00,"Goog Mprnumg! Hope it is actually good!

Bat by @/swirlseypop https://t.co/zacejNG86Y"
2022-05-20 10:05:59+00:00,Perspectives from a former $NVDA exec on competition from $AMZN Inferentia and $GOOG TPU chips https://t.co/fmn6Bv67zM
2022-05-20 06:05:17+00:00,"Hwasa is mentioned in a Japanese article about the Maknae role in Korean Culture

""Of course, not all maknaes in the entertainment industry are as conscious as Hwasa"" 

마마무 화사 #HwaSa #화사 #华莎 #ファサ #ฮวาซา 
Goog trans https://t.co/WPr9OpNqqf"
2022-05-20 01:59:39+00:00,"Damn, how isn’t this getting more attention $GOOG https://t.co/vudJS3AMub"
2022-05-19 21:43:49+00:00,Shin goog with some decal work. Gloss coat over decals next and then matte coat. #HGUC #gunpla #gelgoog https://t.co/eQuSNupDa0
2022-05-19 21:00:26+00:00,"If this market gives me the opportunity to buy $GOOG at 12x FCF, I will certainly take more. https://t.co/nK1NcxKyEZ"
2022-05-19 20:37:08+00:00,$GOOG #GOOG A ton of gaps below as this breaks down from the rounded top. https://t.co/dQyD2MVPi9
2022-05-19 19:40:11+00:00,Why tf are Burritos $CMG trading at 40x P/E double $GOOG and $SPY multiples?
2022-05-19 18:10:39+00:00,"My $GOOGL order executed.  I now own 2850 shares of Goog or googl total

About $6.3 million of Google Of various share classes in the portfolio https://t.co/eH7QZp6dla"
2022-05-19 14:22:52+00:00,"$AMD and $GOOG signed a multi-year partnership.

AMD will use Google Cloud's infrastructure, including its storage, networking, and machine learning capabilities to help improve its hybrid and multi-cloud strategy for its chip design needs. https://t.co/xHUQays404"
2022-05-19 13:02:50+00:00,"Google Cloud and AMD announced today a technology partnership in which $AMD will $GOOGL $GOOG

""run electronic design automation for its chip-design workloads on Google Cloud further extending the on-premises capabilities of AMD data centers"""
2022-05-19 12:55:46+00:00,"2022 Returns
$TWTR: -15%
$AAPL: -20%
$GOOG: -23%
$MSFT: -24%
$ADBE: -30%
$TSLA: -33%
$AMD: -33%
$AMZN: -36%
$CRM: -38%
$NVDA: -42%
$FB: -43%
$MRNA: -46%
$SQ: -49%
$SNAP: -52%
$ZM: -54%
$SPOT: -55%
$TEAM: -57%
$PYPL: -59%
$SNOW: -59%
$ETSY: -64%
$NFLX: -71%
$SHOP: -74%
$W: -75%"
2022-05-18 21:00:19+00:00,"@HighStakesCap 1. railroads: $UNP, $CP $CNI
2. less-than-truckload freight: $ODFL
3. life sciences/diagnostics providers: $DHR, $TMO, $ILMN
4. payment services: $V, $MA
5. megacap: $GOOG, $AMZN, $MSFT 
6. spend mgmt SaaS: $BILL, $COUP
7. other high quality SaaS: $TEAM, $VEEV, $WDAY"
2022-05-18 20:28:11+00:00,"Yeah 

@anamanaguchi are great live

       GOOG TIME https://t.co/lGpmywzpWK"
2022-05-18 20:17:11+00:00,"I can’t find one name that is a screaming buy at today’s price. I can name longs I like, that I think will perform well long-term. But…

I remember buying $NKE at $60 and $GOOG at $1000 in March 2020. Those were screaming buys."
2022-05-18 17:21:06+00:00,Car accident deaths reach an all time high with 46k Americans dying in cars crashes. We need to support the development of FSD and autonomous programs! @PeteButtigieg - #tesla $TSLA $GOOG $LAZR
2022-05-18 16:56:11+00:00,$GOOG https://t.co/1ZTFcDgsIf
2022-05-18 03:31:41+00:00,"Top 5 Buys of hedge funds in Q1 2022.

Recurring themes:

• Hyperscalers $AMZN $GOOG $MSFT 
• SaaS/Cloud $ADBE $NET $SNOW
• Digital payments $MA $SQ $V
• Global apps $FB $UBER https://t.co/8GKOEmzdM9"
2022-05-18 03:31:31+00:00,"Top 5 Holdings of hedge funds (March 2022).

Recurring themes:

• Hyperscalers $AMZN $GOOG $MSFT
• Digital payments $MA $SQ $V
• SaaS/Cloud $BILL $CRWD
• Global apps $FB $SE https://t.co/RVmXdeJCdc"
2022-05-17 16:31:40+00:00,"/HQ/

JamesSu Goog night 🤍
@Jamessu_w

#WOYTFSxCOPYA
#NetJames #เน็ตเจมส์ 
 #JamesSu #JamesSuPhoto https://t.co/uz4XTnZvu1"
2022-05-17 12:20:03+00:00,The Bill &amp; Melinda Gates Foundation sold all of its $GOOG and $GOOGL shares in Q1
2022-05-17 11:48:59+00:00,"Main takeaways from Jeffries Cloud survey:
Solid lead for $AMZN growing revenues of the two others combined while $MSFT and $GOOG - $GOOGL are both estimated to remain stable in terms of market share. Security and price as top priorities. https://t.co/OylwhfpZws"
2022-05-16 19:48:38+00:00,"Forward P/E of:

Clorox $CLX 29x
Coca-Cola $KO 27x 

Nvidia $NVDA 29x
Google $GOOG 19x

Lol"
2022-05-16 18:19:29+00:00,"$BTC [2W] compared to #GOOG.

The similarities are very obvious: 
+ Huge bullish pennant breaks out to the upside;
+ Double top forms above it with a fake break-out below the red neckline.

No guarantees, prepare either way.

🙏 @Backpackpara https://t.co/dsUrVtw6BQ"
2022-05-15 16:05:38+00:00,"While macro slowdowns have been a concern for many companies, cloud spending appears to be unaffected as $MSFT, $AMZN, and $GOOG all released strong cloud results. @AnalyticsIoT estimated cloud TAM is enormous and we are still in the early stages. https://t.co/biFrsYISfS"
2022-05-15 14:07:30+00:00,"I think $GOOG is perhaps the ONLY mega cap which is inure to all this..

2200 level shared by me weeks ago has worked magically 🪄 

Now 2300..

$GOOGL

Most vulnerable IMO is $AAPL (I think $AMZN as well) now 148 and 2300 respectively"
2022-05-15 11:42:51+00:00,"Caídas desde máximos

$GOOG -23%
$NKE -36%
$AMZN -40%
$DIS -47%
$FB -48%
$SPOT -71%
$NFLX -73%
$PTON -91%

“The time to buy is when there is blood on the streets” https://t.co/1E1fEucHz5"
2022-05-14 22:00:09+00:00,"When you buy $10,000 of $SPY here's how much of the largest stocks you're buying

$665 of Apple $AAPL 
$576 of Microsoft $MSFT
$393 of Google $GOOGL $GOOG
$282 of Amazon $MZN
$183 of Tesla $TSLA
$170 of Berkshire $BRK.B
$141 of $JNJ
$136 of UnitedHealth $UNH
$133 of Facebook $FB"
2022-05-14 17:28:36+00:00,"Aside from a very ugly monthly chart, what’s the bear case on $goog. The stock is trading at an insanely cheap fcf yield, and yet, it looks like lower is coming first. So let’s hear some takes…. https://t.co/mJxXFtpyZW"
2022-05-14 10:21:30+00:00,"Pat Dorsey's current top holdings (in order):

$FB (16%)
$SMAR
$WIX
$DIS (10%)
$PYPL
$ROKU (new)
$EBAY
$GOOG (6%)
$POSH
$SEMR (4%)
$UPWK"
2022-05-14 05:23:44+00:00,"ELLE Japan

Korean celebrity's favorite sunglasses &amp; popular brands! 

The ""butterfly"" type...has suddenly emerged as a trend on the Y2K boom. Starting w @LouisVuitton worn by Hwasa...the active queen of the Kpop world!

마마무 화사 #화사 #Hwasa #华莎 #ファサ #ฮวาซา
Goog trans https://t.co/rrX0QPLmIe"
2022-05-13 15:34:45+00:00,$GOOG trading at its 2nd lowest EV/FCF in 10 yrs. $AAPL &amp; $MSFT still way above 10 yr avgs. Is there a better/safer R/R bet than $GOOG right now? https://t.co/haWBfLJ5IL
2022-05-13 14:52:26+00:00,"@DeanObeidallah Hi, Gen X  born &amp; raised in Silicon Valley. Elon was never a “Valley Titan” (apple, goog, FB etc) he’s always been a market manipulator.He certainly isn’t Steve Jobs level, nor will he ever be. It’s why he does what he does. He tries to be them but never will"
2022-05-13 11:57:02+00:00,"A lot of the selling pressure in $AAPL, $MSFT, $GOOG, etc. has been coming from #passive #ETF investors #actively dumping their passive holdings. https://t.co/Ko9cKKNIEI"
2022-05-12 19:21:34+00:00,Still no reaction from tech stocks with yields dropping like a stone. These are the companies most resilient with earnings... $MSFT $AAPL $NVDA $TSLA $GOOG
2022-05-12 18:53:24+00:00,"Many tech investors don't believe the sell off is over until $GOOG, $AAPL, $TSLA, $MSFT have sold off. 

While irrational, that view is relevant because when investors see the overall market down, they get more nervous."
2022-05-12 13:34:55+00:00,"If you had an equal-weighted portfolio of $BAM $SPGI $GOOG $MSFT $V, arguably the highest-quality &amp; most inflation-resistant portfolio you can construct, you’d be down 21.16% YTD. 
What is up with that ?

You’d still have a 5Y CAGR of 20.61% though"
2022-05-12 06:48:05+00:00,"@PythiaR What if you value it at 10x 23E EBITDA, in line with $GOOG? Seems insane to say that AWS (competing with Google and Microsoft and countless others) should be worth more than a search monopoly. If you then value retail at $100bn, you get 40% downside in $AMZN."
2022-05-12 02:54:41+00:00,"2022 Returns
$TWTR: +7%
$AAPL: -17%
$GOOG: -22%
$MSFT: -22%
$TSLA: -31%
$ADBE: -33%
$NOW: -35%
$AMZN: -37%
$CRM: -37%
$AMD: -39%
$NVDA: -43%
$FB: -44%
$PINS: -48%
$MRNA: -51%
$SNAP: -54%
$SQ: -56%
$TEAM: -56%
$PYPL: -60%
$SPOT: -61%
$SNOW: -61%
$NFLX: -72%
$SHOP: -77%
$RIVN: -80%"
2022-05-11 18:01:52+00:00,"Burn the mofo down AMZN, MSFT and GOOG aint going up 200% on recovery. The harder they fall, the harder we rise. #AMC #GME APES are winning big. Shorts just haven't realized it. Like their gains, it is still unrealized! We buy a couple of calls on way up to compensate 4 our loss. https://t.co/OQgezmKGzL"
2022-05-11 00:33:53+00:00,Visited the GOOG today!!!! https://t.co/vYFi4EhXLK
2022-05-10 18:10:27+00:00,"rotating more into tech that i think is oversold ( $SQ, $PYPL, $NVDA, $AMD, $SHOP, a few others)

holding the big boys ( $AMZN, $GOOG, $AAPL, $MSFT, $V)

then selling the rest. idk for cash or ETH but we all know a recession is coming and i’m scared lol 😩"
2022-05-10 18:09:33+00:00,"Be patient with $UPST everyone. Main thesis is still intact and they continue to expand their footprint outpacing QoQ.

Rome, $GOOG or $AAPL wasn’t built in a day! 

Focus on the business not the stock price."
2022-05-10 17:59:59+00:00,"Only $GOOG and $FB are cheaper than $TSLA among mega-caps on 2022 PEG:
- TSLA 2022 P/E 64.4x vs 2022-26 EPS growth 47% (1.4x PEG)
- GOOG 2022 P/E 18.5x vs 2022-26 eps growth 17% (1.1x PEG)
- FB 2022 P/E 14.4x vs 2022-26 EPS growth 15% (1.0x PEG)
- AAPL (3.4x PEG), MSFT (2.0x PEG) https://t.co/NhFTEK40KB"
2022-05-10 16:27:30+00:00,"$GOOGL $GOOG looks attractive here 2280/2290 

$TSLA is attractive IMO at 780 here .. seasonally June is best time for $TSLA with average returns of 10% .. 

I fan of  $TSLA 😻"
2022-05-10 15:37:12+00:00,"2022 Returns
$TWTR: +9%
$AAPL: -13%
$MSFT: -21%
$GOOG: -22%
$TSLA: -26%
$ADBE: -33%
$AMZN: -35%
$NOW: -36%
$CRM: -35%
$AMD: -40%
$NVDA: -42%
$FB: -42%
$PINS: -45%
$SQ: -49%
$MRNA: -49%
$SNAP: -53%
$TEAM: -54%
$PYPL: -59%
$SPOT: -60%
$SNOW: -60%
$NFLX: -71%
$SHOP: -77%
$RIVN: -79%"
2022-05-10 00:23:53+00:00,how can PE bros call LP capital to do car wash roll-ups at 18x EBITDA when $GOOG is &lt;10x core EBITDA
2022-05-09 20:12:28+00:00,"The anatomy of a bear market, deep into negative Gamma, dealers delta hedging by selling in the same direction as the market.  30 second replay of today's $SPX through the lens of Gamma and breadth, @t1alpha  $SPY $GOOG $QQQ https://t.co/6HD3IYtokH"
